"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Michael BublÃÂ©","Sara","F","35","Johnson","253.88363","paid","Winston-Salem, NC","564","Moondance (Album Version)","95"
"Culture Beat","Jacob","M","26","Klein","257.43628","paid","Tampa-St. Petersburg-Clearwater, FL","692","Mr Vain","73"
"Vampire Weekend","Sara","F","36","Johnson","221.64853","paid","Winston-Salem, NC","564","Walcott (Album)","95"
"Metro Area","Jacob","M","27","Klein","339.27791","paid","Tampa-St. Petersburg-Clearwater, FL","692","Orange Alert (DFA Remix)","73"
"Florence + The Machine","Sara","F","37","Johnson","219.66322","paid","Winston-Salem, NC","564","Dog Days Are Over (Radio Edit)","95"
"Karnivool","Sara","F","38","Johnson","289.30567","paid","Winston-Salem, NC","564","Roquefort (with Empire Horns)","95"
"Ryan Adams","Jacob","M","28","Klein","250.06975","paid","Tampa-St. Petersburg-Clearwater, FL","692","Sylvia Plath","73"
"Paramore","Sara","F","39","Johnson","215.09179","paid","Winston-Salem, NC","564","When It Rains (Album Version)","95"
"Ray J","Jacob","M","29","Klein","234.26567","paid","Tampa-St. Petersburg-Clearwater, FL","692","Let's Play House","73"
"Hoobastank","Sara","F","40","Johnson","199.67955","paid","Winston-Salem, NC","564","Never Saw It Coming","95"
"Cosmo Vitelli","Jacob","M","30","Klein","206.05342","paid","Tampa-St. Petersburg-Clearwater, FL","692","Robot Soul (Radio Edit)","73"
"The Clash","Sara","F","41","Johnson","164.04853","paid","Winston-Salem, NC","564","Hateful","95"
"We Came As Romans","Jacob","M","31","Klein","238.13179","paid","Tampa-St. Petersburg-Clearwater, FL","692"," I Will Not Reap Destruction","73"
"Faith No More","Sara","F","42","Johnson","249.86077","paid","Winston-Salem, NC","564","Last Cup Of Sorrow","95"
"Lesley Gore","Jacob","M","32","Klein","134.37342","paid","Tampa-St. Petersburg-Clearwater, FL","692","It's My Party","73"
"Plain White T's","Sara","F","43","Johnson","232.202","paid","Winston-Salem, NC","564","Hey There Delilah","95"
"Culture Club","Jacob","M","33","Klein","264.69832","paid","Tampa-St. Petersburg-Clearwater, FL","692","Do You Really Want To Hurt Me (2002 Digital Remaster)","73"
"Richard Clayderman","Jacob","M","34","Klein","303.80363","paid","Tampa-St. Petersburg-Clearwater, FL","692","Rhapsody In Blue","73"
"California Swag District","Jacob","M","35","Klein","239.17669","paid","Tampa-St. Petersburg-Clearwater, FL","692","Teach Me How To Dougie","73"
"Red Nex","Jacob","M","36","Klein","194.01098","paid","Tampa-St. Petersburg-Clearwater, FL","692","Cotton Eye Joe (Explicit)","73"
"Paulina Rubio","Jacob","M","37","Klein","174.31465","paid","Tampa-St. Petersburg-Clearwater, FL","692","Un Dia Gris","73"
"Britney Spears","Jacob","M","38","Klein","213.28934","paid","Tampa-St. Petersburg-Clearwater, FL","692","3","73"
"Randy Crawford","Jacob","M","39","Klein","270.75873","paid","Tampa-St. Petersburg-Clearwater, FL","692","Almaz","73"
"Red Elvises","Jacob","M","40","Klein","207.04608","paid","Tampa-St. Petersburg-Clearwater, FL","692","Love Pipe","73"
"U2","Jacob","M","41","Klein","206.88934","paid","Tampa-St. Petersburg-Clearwater, FL","692","Fast Cars","73"
"The Stray Cats","Jacob","M","42","Klein","355.39546","paid","Tampa-St. Petersburg-Clearwater, FL","692","Stray Cat Strut","73"
"Govi","Jacob","M","43","Klein","302.47138","paid","Tampa-St. Petersburg-Clearwater, FL","692","Hanalei Bay","73"
"Frightened Rabbit","Chloe","F","3","Cuevas","159.76444","paid","San Francisco-Oakland-Hayward, CA","849","Learned Your Name","49"
"Bruce Springsteen","Jacob","M","44","Klein","311.66649","paid","Tampa-St. Petersburg-Clearwater, FL","692","Tunnel Of Love","73"
"Jack Johnson","Chloe","F","4","Cuevas","212.87138","paid","San Francisco-Oakland-Hayward, CA","849","Never Know","49"
"Molotov","Sylvie","F","0","Cruz","248.65914","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","877","Marciano (I Turned Into A Martian)","10"
"Genesis","Jacob","M","45","Klein","256.54812","paid","Tampa-St. Petersburg-Clearwater, FL","692","Jesus He Knows Me (2007 Digital Remaster)","73"
"The All-American Rejects","Chloe","F","5","Cuevas","239.22893","paid","San Francisco-Oakland-Hayward, CA","849","Move Along","49"
"John Mayer","Sylvie","F","1","Cruz","201.56036","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","877","Love Song For No One","10"
"Orishas","Jacob","M","46","Klein","265.53424","paid","Tampa-St. Petersburg-Clearwater, FL","692","Mistica","73"
"Bobby Valentino","Chloe","F","6","Cuevas","228.46649","paid","San Francisco-Oakland-Hayward, CA","849","How 'Bout It","49"
"Animal Collective","Chloe","F","7","Cuevas","410.90567","paid","San Francisco-Oakland-Hayward, CA","849","Fireworks","49"
"Kaddisfly","Jacob","M","47","Klein","275.27791","paid","Tampa-St. Petersburg-Clearwater, FL","692","harbor","73"
"Revolver","Jacob","M","48","Klein","318.87628","paid","Tampa-St. Petersburg-Clearwater, FL","692","El mismo hombre","73"
"Bag Raiders","Chloe","F","8","Cuevas","232.85506","paid","San Francisco-Oakland-Hayward, CA","849","Shooting Stars","49"
"Dave Brockie Experience","Jacob","M","49","Klein","116.08771","paid","Tampa-St. Petersburg-Clearwater, FL","692","Servant Of Death's Head","73"
"Garbage","Chloe","F","9","Cuevas","255.58159","paid","San Francisco-Oakland-Hayward, CA","849","Can't Cry These Tears","49"
"Ry Cooder","Chloe","F","10","Cuevas","223.97342","paid","San Francisco-Oakland-Hayward, CA","849","Stand By Me (LP Version)","49"
"Arctic Monkeys","Chloe","F","11","Cuevas","177.94567","paid","San Francisco-Oakland-Hayward, CA","849","Fake Tales Of San Francisco","49"
"BjÃÂ¶rk","Chloe","F","12","Cuevas","348.57751","paid","San Francisco-Oakland-Hayward, CA","849","Undo","49"
"La Vela Puerca","Chloe","F","13","Cuevas","183.19628","paid","San Francisco-Oakland-Hayward, CA","849","La Sin RazÃÂ³n","49"
"Joshua Radin","Chloe","F","14","Cuevas","202.44853","paid","San Francisco-Oakland-Hayward, CA","849","No Envy No Fear","49"
"Bowling For Soup","Chloe","F","15","Cuevas","188.31628","paid","San Francisco-Oakland-Hayward, CA","849","Punk Rock 101","49"
"Paramore","Chloe","F","16","Cuevas","267.65016","paid","San Francisco-Oakland-Hayward, CA","849","The Only Exception (Album Version)","49"
"Just Jack","Chloe","F","17","Cuevas","295.91465","paid","San Francisco-Oakland-Hayward, CA","849","Starz In Their Eyes","49"
"Imogen Heap","Chloe","F","19","Cuevas","509.36118","paid","San Francisco-Oakland-Hayward, CA","849","Hide & Seek","49"
"Ray LaMontagne","Chloe","F","20","Cuevas","276.87138","paid","San Francisco-Oakland-Hayward, CA","849","Shelter","49"
"Phil Wickham","Chloe","F","21","Cuevas","293.72036","paid","San Francisco-Oakland-Hayward, CA","849","You're Beautiful","49"
"Justin Timberlake duet with Beyonce","Chloe","F","22","Cuevas","322.16771","paid","San Francisco-Oakland-Hayward, CA","849","Until The End Of Time","49"
"Freeway","Tegan","F","1","Levine","22.12526","paid","Portland-South Portland, ME","910","The Nation","80"
"Air","Tegan","F","2","Levine","212.21832","paid","Portland-South Portland, ME","910","Playground Love","80"
"HervÃÂ© & Kissy Sellout","Chloe","F","23","Cuevas","341.41995","paid","San Francisco-Oakland-Hayward, CA","849","Rikkalicious ","49"
"OV7","Tegan","F","3","Levine","222.79791","paid","Portland-South Portland, ME","910","Aum Aum","80"
"Aerosmith","Tegan","F","4","Levine","248.00608","paid","Portland-South Portland, ME","910","Rats In The Cellar","80"
"DeBarge","Chloe","F","24","Cuevas","234.03057","paid","San Francisco-Oakland-Hayward, CA","849","Rhythm Of The Night","49"
"Kevin Kern","Jacqueline","F","1","Lynch","291.29098","paid","Atlanta-Sandy Springs-Roswell, GA","898","From This Day Forward","29"
"Jane Wiedlin","Chloe","F","25","Cuevas","207.12444","paid","San Francisco-Oakland-Hayward, CA","849","Blue Kiss","49"
"Beck","Tegan","F","5","Levine","228.80608","paid","Portland-South Portland, ME","910","Lost Cause","80"
"Ana CaÃÂ±as","Jacqueline","F","2","Lynch","279.50975","paid","Atlanta-Sandy Springs-Roswell, GA","898","CoraÃÂ§ÃÂ£o Vagabundo","29"
"Lange","Chloe","F","26","Cuevas","305.84118","paid","San Francisco-Oakland-Hayward, CA","849","Red October","49"
"BeyoncÃÂ©","Tegan","F","6","Levine","271.82975","paid","Portland-South Portland, ME","910","Fever","80"
"Train","Jacqueline","F","3","Lynch","278.04689","paid","Atlanta-Sandy Springs-Roswell, GA","898","Ramble On","29"
"Spiritualized","Tegan","F","7","Levine","427.31057","paid","Portland-South Portland, ME","910","Baby I'm Just A Fool","80"
"System of a Down","Chloe","F","27","Cuevas","228.0224","paid","San Francisco-Oakland-Hayward, CA","849","Revenga","49"
"Lady GaGa","Jacqueline","F","4","Lynch","249.20771","paid","Atlanta-Sandy Springs-Roswell, GA","898","Monster","29"
"Weird Al Yankovic","Chloe","F","28","Cuevas","202.63138","paid","San Francisco-Oakland-Hayward, CA","849","Phony Calls (Parody of ""Waterfalls"" by TLC)","49"
"Edward Sharpe & The Magnetic Zeros","Jacqueline","F","5","Lynch","306.31138","paid","Atlanta-Sandy Springs-Roswell, GA","898","Home","29"
"Apocalyptica","Tegan","F","8","Levine","275.25179","paid","Portland-South Portland, ME","910","Deathzone","80"
"Anberlin","Chloe","F","29","Cuevas","204.32934","paid","San Francisco-Oakland-Hayward, CA","849","The Feel Good Drag","49"
"Skillet","Chloe","F","30","Cuevas","193.25342","paid","San Francisco-Oakland-Hayward, CA","849","Whispers In The Dark (Radio Edit)","49"
"Justin Bieber","Tegan","F","9","Levine","220.89098","paid","Portland-South Portland, ME","910","Somebody To Love","80"
"Furry Lewis","Jacqueline","F","6","Lynch","178.05016","paid","Atlanta-Sandy Springs-Roswell, GA","898","Kassie Jones (Casey Jones)","29"
"Modest Mouse","Chloe","F","31","Cuevas","243.17342","paid","San Francisco-Oakland-Hayward, CA","849","Heart Cooks Brain","49"
"Cake","Jacqueline","F","7","Lynch","181.36771","paid","Atlanta-Sandy Springs-Roswell, GA","898","Conroy","29"
"Eddie Boyd","Tegan","F","10","Levine","196.362","paid","Portland-South Portland, ME","910","Third Degree","80"
"Fergie","Jacqueline","F","8","Lynch","263.05261","paid","Atlanta-Sandy Springs-Roswell, GA","898","Voodoo Doll","29"
"Say Anything","Chloe","F","32","Cuevas","208.77016","paid","San Francisco-Oakland-Hayward, CA","849","Walk Through Hell (featuring Max Bemis Acoustic Exclusive)","49"
"Eastern Sun and John Kelley","Tegan","F","11","Levine","457.50812","paid","Portland-South Portland, ME","910","Rapture at Sea","80"
"Najee","Chloe","F","33","Cuevas","232.4371","paid","San Francisco-Oakland-Hayward, CA","849","I Wish","49"
"Andre Hazes","Jacqueline","F","9","Lynch","206.70649","paid","Atlanta-Sandy Springs-Roswell, GA","898","Droomland (duet met Paul de Leeuw)","29"
"3 Doors Down","Chloe","F","34","Cuevas","233.74322","paid","San Francisco-Oakland-Hayward, CA","849","Kryptonite","49"
"Ultra Vivid Scene","Jacqueline","F","10","Lynch","196.93669","paid","Atlanta-Sandy Springs-Roswell, GA","898","Nausea","29"
"Santigold","Jacqueline","F","11","Lynch","225.35791","paid","Atlanta-Sandy Springs-Roswell, GA","898","I'm A Lady [feat. Trouble Andrew]","29"
"Linkin Park","Chloe","F","35","Cuevas","494.99383","paid","San Francisco-Oakland-Hayward, CA","849","Bleed It Out [Live At Milton Keynes]","49"
"Arctic Monkeys","Jacqueline","F","12","Lynch","193.43628","paid","Atlanta-Sandy Springs-Roswell, GA","898","From The Ritz To The Rubble","29"
"Owl City","Jacqueline","F","13","Lynch","231.67955","paid","Atlanta-Sandy Springs-Roswell, GA","898","Vanilla Twilight","29"
"Frightened Rabbit","Chloe","F","36","Cuevas","327.20934","paid","San Francisco-Oakland-Hayward, CA","849","It's Christmas So We'll Stop","49"
"Charlie Louvin","Jacqueline","F","14","Lynch","170.86649","paid","Atlanta-Sandy Springs-Roswell, GA","898","I Think I'll Live","29"
"Usher Featuring Lil' Jon & Ludacris","Tegan","F","16","Levine","250.38322","paid","Portland-South Portland, ME","910","Yeah!","80"
"Erin McKeown","Jacqueline","F","15","Lynch","332.85179","paid","Atlanta-Sandy Springs-Roswell, GA","898","Monday Morning Cold (band)","29"
"3 Doors Down","Chloe","F","37","Cuevas","233.74322","paid","San Francisco-Oakland-Hayward, CA","849","Kryptonite","49"
"Koop","Tegan","F","17","Levine","247.562","paid","Portland-South Portland, ME","910","Once Britten","80"
"Buckcherry","Chloe","F","38","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","849","Crazy Bitch (Album Version)","49"
"3 Doors Down","Jacqueline","F","16","Lynch","232.88118","paid","Atlanta-Sandy Springs-Roswell, GA","898","Citizen/Soldier","29"
"Justin Bieber","Tegan","F","18","Levine","220.89098","paid","Portland-South Portland, ME","910","Somebody To Love","80"
"Simone Cristicchi","Chloe","F","39","Cuevas","144.53506","paid","San Francisco-Oakland-Hayward, CA","849","Lettera Da Volterra","49"
"Train","Jacqueline","F","17","Lynch","205.45261","paid","Atlanta-Sandy Springs-Roswell, GA","898","Marry Me","29"
"Yerba Buena","Tegan","F","19","Levine","236.77342","paid","Portland-South Portland, ME","910","El Burrito","80"
"Juanes","Tegan","F","20","Levine","259.63057","paid","Portland-South Portland, ME","910","Amame","80"
"O'Rosko Raricim","Tegan","F","21","Levine","90.56608","paid","Portland-South Portland, ME","910","Terre Promise","80"
"Arctic Monkeys","Tegan","F","22","Levine","268.45995","paid","Portland-South Portland, ME","910","Perhaps Vampires Is A Bit Strong But...","80"
"RUN-DMC","Tegan","F","23","Levine","182.77832","paid","Portland-South Portland, ME","910","It's Tricky","80"
"Story Of The Year","Tegan","F","24","Levine","191.11138","paid","Portland-South Portland, ME","910","And The Hero Will Drown (Album Version)","80"
"Cat Stevens","Tegan","F","25","Levine","200.202","paid","Portland-South Portland, ME","910","Wild World","80"
"Arctic Monkeys","Tegan","F","26","Levine","177.84118","paid","Portland-South Portland, ME","910","Fake Tales Of San Francisco (Explicit)","80"
"Antonio Vega","Tegan","F","27","Levine","135.13098","paid","Portland-South Portland, ME","910","Sin SoluciÃÂ³n","80"
"Symphony X","Chloe","F","41","Cuevas","238.54975","paid","San Francisco-Oakland-Hayward, CA","849","In The Dragon's Den","49"
"Train","Tegan","F","28","Levine","216.76363","paid","Portland-South Portland, ME","910","Hey_ Soul Sister","80"
"The Velvet Underground","Chloe","F","42","Cuevas","202.762","paid","San Francisco-Oakland-Hayward, CA","849","Train Round The Bend (LP Version)","49"
"The White Stripes","Chloe","F","43","Cuevas","241.8673","paid","San Francisco-Oakland-Hayward, CA","849","My Doorbell (Album Version)","49"
"Little Boots","Chloe","F","44","Cuevas","225.20118","paid","San Francisco-Oakland-Hayward, CA","849","Hearts Collide (album version)","49"
"Flora Purim","Chloe","F","45","Cuevas","306.99057","paid","San Francisco-Oakland-Hayward, CA","849","Less Than Lovers","49"
"Sheena Easton","Chloe","F","46","Cuevas","239.62077","paid","San Francisco-Oakland-Hayward, CA","849","Strut (1993 Digital Remaster)","49"
"Story Of The Year","Chloe","F","47","Cuevas","232.46322","paid","San Francisco-Oakland-Hayward, CA","849","The Dream Is Over","49"
"Friendly Fires","Chloe","F","48","Cuevas","217.02485","paid","San Francisco-Oakland-Hayward, CA","849","Jump In The Pool","49"
"Papas Da LÃÂ­ngua","Chloe","F","49","Cuevas","222.17098","paid","San Francisco-Oakland-Hayward, CA","849","Pequeno Grande Amor","49"
"The Killers","Chloe","F","50","Cuevas","253.70077","paid","San Francisco-Oakland-Hayward, CA","849","Losing Touch","49"
"KMC Featuring Beenie Man","Aiden","M","0","Hess","264.80281","free","La Crosse-Onalaska, WI-MN","906","Soul On Fire (Drum Majorz Club Remix) (Feat. Beenie Man)","86"
"Dangerdoom","Chloe","F","51","Cuevas","146.85995","paid","San Francisco-Oakland-Hayward, CA","849","Crosshairs","49"
"The Avett Brothers","Chloe","F","52","Cuevas","244.61016","paid","San Francisco-Oakland-Hayward, CA","849","A Gift For Melody Anne","49"
"Dave Attell","Aiden","M","1","Hess","66.55955","free","La Crosse-Onalaska, WI-MN","906","Fireworks (LP Version)","86"
"Robert Johnson","Aiden","M","2","Hess","154.09587","free","La Crosse-Onalaska, WI-MN","906","I?'m A Steady Rollin? Man","86"
"Homesick James","Chloe","F","53","Cuevas","199.65342","paid","San Francisco-Oakland-Hayward, CA","849","Working With Homesick","49"
"Mc Chris","Aiden","M","3","Hess","149.99465","free","La Crosse-Onalaska, WI-MN","906","Nrrrd Grrrl","86"
"Jack's Mannequin","Chloe","F","54","Cuevas","223.21587","paid","San Francisco-Oakland-Hayward, CA","849","American Love (Album Version)","49"
"Aqua","Aiden","M","4","Hess","218.48771","free","La Crosse-Onalaska, WI-MN","906","Cartoon Heroes","86"
"Metric","Aiden","M","5","Hess","252.99546","free","La Crosse-Onalaska, WI-MN","906","Stadium Love","86"
"Enrique Iglesias","Stefany","F","0","White","208.5873","free","Lubbock, TX","867","Escape","83"
"Motion City Soundtrack","Stefany","F","1","White","205.26975","free","Lubbock, TX","867","Fell In Love Without You (Acoustic)","83"
"Ticanaf","Stefany","F","2","White","2594.87302","free","Lubbock, TX","867","The Thousand Names of Lord Shiva (Part 1)","83"
"The Far East Movement","Ryan","M","0","Smith","228.20526","free","San Jose-Sunnyvale-Santa Clara, CA","899","Dance Like Michael Jackson","26"
"the bird and the bee","Ryan","M","1","Smith","189.51791","free","San Jose-Sunnyvale-Santa Clara, CA","899","You're A Cad","26"
"Shakira","Christian","F","0","Porter","193.82812","free","Elkhart-Goshen, IN","366","Inevitable","11"
"Stephen Lynch","Jayden","M","0","Bell","182.85669","free","Dallas-Fort Worth-Arlington, TX","829","Jim Henson's Dead","91"
"Manowar","Jacob","M","0","Klein","247.562","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Shell Shock","73"
"Morcheeba","Jacob","M","1","Klein","257.41016","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Women Lose Weight (Feat: Slick Rick)","73"
"Maroon 5","Jacob","M","2","Klein","231.23546","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Won't Go Home Without You","73"
"Train","Jacob","M","3","Klein","216.76363","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Hey_ Soul Sister","73"
"LMFAO","Jacob","M","4","Klein","227.99628","paid","Tampa-St. Petersburg-Clearwater, FL","1049","I'm In Miami Bitch","73"
"DJ Dizzy","Jacob","M","5","Klein","221.1522","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Sexy Bitch","73"
"Fish Go Deep & Tracey K","Jacob","M","6","Klein","377.41669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Cure & The Cause (Dennis Ferrer Remix)","73"
"M83","Jacob","M","7","Klein","96.1824","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Staring At Me","73"
"Saybia","Jacob","M","8","Klein","257.25342","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Second You Sleep","73"
"Local Natives","Jacob","M","9","Klein","266.05669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Wide Eyes","73"
"South Park","Jacob","M","10","Klein","112.97914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","La Resistance (Medley) (LP Version)","73"
"UNKLE Feat. Josh Homme","Jacob","M","11","Klein","307.19955","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Restless","73"
"Justyna Steczkowska","Jacob","M","12","Klein","333.53098","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Noc...","73"
"Evanescence","Jacob","M","13","Klein","256.91383","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Like You","73"
"Coldplay","Jacob","M","14","Klein","297.35138","paid","Tampa-St. Petersburg-Clearwater, FL","1049","God Put A Smile Upon Your Face","73"
"Hot Chip","Jacob","M","15","Klein","333.50485","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Playboy","73"
"Ellie Goulding","Jacob","M","16","Klein","205.06077","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Every Time You Go","73"
"Postal Service","Jacob","M","17","Klein","307.53914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Natural Anthem (Album)","73"
"Jack Johnson","Aiden","M","1","Hess","240.06485","free","La Crosse-Onalaska, WI-MN","986","Taylor","86"
"Iron And Wine","Aiden","M","2","Hess","153.05098","free","La Crosse-Onalaska, WI-MN","986","Naked As We Can","86"
"The xx","Aiden","M","3","Hess","158.24934","free","La Crosse-Onalaska, WI-MN","986","Fantasy","86"
"The Antlers","Aiden","M","4","Hess","328.88118","free","La Crosse-Onalaska, WI-MN","986","Epilogue","86"
"Fattburger","Aiden","M","5","Hess","217.20771","free","La Crosse-Onalaska, WI-MN","986","Groovin'","86"
"Chris Brown","Layla","F","2","Griffin","203.80689","paid","Lake Havasu City-Kingman, AZ","1051","Ain't No Way (You Won't Love Me)","24"
"Phoenix","Layla","F","3","Griffin","278.07302","paid","Lake Havasu City-Kingman, AZ","1051","Rome","24"
"Jim Lauderdale/Ralph Stanley & The Clinch Mountain Boys","Layla","F","5","Griffin","127.05914","paid","Lake Havasu City-Kingman, AZ","1051","Highway Through My Home","24"
"Musiq","Layla","F","7","Griffin","297.84771","paid","Lake Havasu City-Kingman, AZ","1051","143","24"
"Cass McCombs feat. Karen Black","Layla","F","8","Griffin","322.06322","paid","Lake Havasu City-Kingman, AZ","1051","Dreams-Come-True-Girl","24"
"Scissor Sisters","Layla","F","10","Griffin","352.522","paid","Lake Havasu City-Kingman, AZ","1051","I Don't Feel Like Dancin'","24"
"O.A.R.","Layla","F","11","Griffin","315.74159","paid","Lake Havasu City-Kingman, AZ","1051","Right On Time (Album Version)","24"
"1 Mile North","Ryan","M","0","Smith","352.73098","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Black Lines","26"
"Muse","Layla","F","12","Griffin","304.84853","paid","Lake Havasu City-Kingman, AZ","1051","Uprising","24"
"USS (Ubiquitous Synergy Seeker)","Ryan","M","1","Smith","307.61751","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Man Makes The Zoo","26"
"The Psychedelic Furs","Layla","F","13","Griffin","417.07057","paid","Lake Havasu City-Kingman, AZ","1051","Blacks/Radio","24"
"EsmÃÂ©e Denters / Justin Timberlake","Ryan","M","2","Smith","227.52608","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Love Dealer (Featuring Justin Timberlake)","26"
"Alliance Ethnik","Layla","F","14","Griffin","252.21179","paid","Lake Havasu City-Kingman, AZ","1051","ReprÃÂ©sente","24"
"Train","Ryan","M","3","Smith","216.76363","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Hey_ Soul Sister","26"
"Hoobastank","Layla","F","15","Griffin","202.57914","paid","Lake Havasu City-Kingman, AZ","1051","Up And Gone","24"
"Ismael Serrano","Layla","F","16","Griffin","179.35628","paid","Lake Havasu City-Kingman, AZ","1051","Te Conoci","24"
"The Pussycat Dolls / Snoop Dogg","Ryan","M","6","Smith","210.31138","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Bottle Pop","26"
"Dierks Bentley","Layla","F","17","Griffin","198.63465","paid","Lake Havasu City-Kingman, AZ","1051","My Love Will Follow You","24"
"59 Times the Pain","Ryan","M","7","Smith","144.95302","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Found Home","26"
"Linkin Park","Layla","F","18","Griffin","259.86567","paid","Lake Havasu City-Kingman, AZ","1051","My December","24"
"New Order","Ryan","M","8","Smith","288.05179","free","San Jose-Sunnyvale-Santa Clara, CA","1068","The Perfect Kiss","26"
"Madeleine Peyroux","Layla","F","19","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","1051","You're Gonna Make Me Lonesome When You Go","24"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Ryan","M","9","Smith","268.06812","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Shortie Like Mine","26"
"Symphony X","Ryan","M","10","Smith","389.45914","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Domination","26"
"Minnie Riperton","Chloe","F","0","Cuevas","238.73261","paid","San Francisco-Oakland-Hayward, CA","1079","Inside My Love (Digitally Remastered 93)","49"
"Custom Blue","Chloe","F","1","Cuevas","346.51383","paid","San Francisco-Oakland-Hayward, CA","1079","Structure","49"
"Rage Against The Machine","Chloe","F","2","Cuevas","314.40934","paid","San Francisco-Oakland-Hayward, CA","1079","Killing In The Name","49"
"Milli Vanilli","Katherine","F","0","Gay","197.92934","free","San Antonio-New Braunfels, TX","1020","Girl You Know It's True","57"
"David Arkenstone","Chloe","F","3","Cuevas","363.41506","paid","San Francisco-Oakland-Hayward, CA","1079","Waterfall (Spirit Of The Rainforest Album Version)","49"
"Cosmo Vitelli","Chloe","F","4","Cuevas","206.05342","paid","San Francisco-Oakland-Hayward, CA","1079","Robot Soul (Radio Edit)","49"
"Morcheeba","Chloe","F","5","Cuevas","277.4722","paid","San Francisco-Oakland-Hayward, CA","1079","Blindfold","49"
"Jason Mraz","Chloe","F","6","Cuevas","243.48689","paid","San Francisco-Oakland-Hayward, CA","1079","I'm Yours (Album Version)","49"
"Deep Dish","Avery","F","2","Watkins","274.28526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Say Hello","30"
"Cutting Crew","Chloe","F","7","Cuevas","263.07873","paid","San Francisco-Oakland-Hayward, CA","1079","(I Just) Died In Your Arms","49"
"The Velvet Underground","Avery","F","3","Watkins","240.66567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sweet Jane","30"
"Future Rock","Chloe","F","8","Cuevas","239.90812","paid","San Francisco-Oakland-Hayward, CA","1079","Gears","49"
"The White Stripes","Avery","F","4","Watkins","231.81016","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Seven Nation Army (Album Version)","30"
"Coldplay","Chloe","F","9","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"Portishead","Avery","F","5","Watkins","259.99628","paid","San Jose-Sunnyvale-Santa Clara, CA","884","It Could Be Sweet","30"
"Thelma Houston","Chloe","F","10","Cuevas","196.51873","paid","San Francisco-Oakland-Hayward, CA","1079","If This Was The Last Song","49"
"Chicane","Avery","F","6","Watkins","223.92118","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Poppiholla","30"
"Metallica","Ryann","F","1","Smith","466.54649","free","Palestine, TX","1006","The Unforgiven III","92"
"Jennifer Lopez","Chloe","F","11","Cuevas","301.34812","paid","San Francisco-Oakland-Hayward, CA","1079","Apresurate","49"
"Box Car Racer","Avery","F","7","Watkins","196.93669","paid","San Jose-Sunnyvale-Santa Clara, CA","884","There Is","30"
"Robin Thicke","Avery","F","8","Watkins","216.68526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Would That Make U Love Me","30"
"Dashboard Confessional","Chloe","F","12","Cuevas","226.29832","paid","San Francisco-Oakland-Hayward, CA","1079","Screaming Infidelities","49"
"Radney Foster","Avery","F","9","Watkins","205.84444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Big Idea","30"
"La Roux","Chloe","F","13","Cuevas","205.60934","paid","San Francisco-Oakland-Hayward, CA","1079","Bulletproof","49"
"Wax Tailor","Avery","F","11","Watkins","177.68444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","The Tune","30"
"Kings Of Leon","Chloe","F","14","Cuevas","300.56444","paid","San Francisco-Oakland-Hayward, CA","1079","Trani","49"
"Kix","Avery","F","12","Watkins","246.25587","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Girl Money","30"
"Mother Love Bone","Chloe","F","15","Cuevas","495.72526","paid","San Francisco-Oakland-Hayward, CA","1079","Chloe Dancer/Crown Of Thorns","49"
